Person.id|Tag.id
17592186044428|1524
17592186044428|2041
17592186044428|14812
10995116277848|6
10995116277848|1164
10995116277848|1180
10995116277848|1193
10995116277848|1616
10995116277848|1940
10995116277848|2078
13194139533402|1206
13194139533402|1444
13194139533402|6413
4398046511143|59
4398046511143|139
4398046511143|273
4398046511143|278
4398046511143|295
4398046511143|571
4398046511143|581
4398046511143|774
4398046511143|778
4398046511143|1022
4398046511143|1180
4398046511143|1196
4398046511143|1203
4398046511143|1451
4398046511143|1765
4398046511143|1908
4398046511143|1984
4398046511143|1987
4398046511143|1992
4398046511143|2001
4398046511143|2007
4398046511143|2032
4398046511143|2036
4398046511143|2072
4398046511143|2075
4398046511143|2082
4398046511143|2094
4398046511143|2107
4398046511143|2783
4398046511143|2786
4398046511143|2789
4398046511143|2795
4398046511143|2819
4398046511143|2844
4398046511143|2851
4398046511143|2858
4398046511143|2873
4398046511143|2876
4398046511143|2893
4398046511143|2900
4398046511143|2927
4398046511143|2991
4398046511143|3021
4398046511143|3034
4398046511143|3040
4398046511143|3042
4398046511143|3043
4398046511143|3050
4398046511143|3078
4398046511143|3086
4398046511143|3099
4398046511143|3110
4398046511143|5063
4398046511143|5119
4398046511143|5316
4398046511143|5449
4398046511143|5555
4398046511143|5753
4398046511143|6413
4398046511143|6672
4398046511143|6981
4398046511143|7380
4398046511143|7523
4398046511143|7547
4398046511143|9063
4398046511143|9095
4398046511143|9310
4398046511143|9326
4398046511143|9412
4398046511143|9844
4398046511143|11408
4398046511143|11410
4398046511143|11698
4398046511143|11959
8796093022228|280
8796093022228|284
8796093022228|448
8796093022228|540
8796093022228|806
8796093022228|1028
8796093022228|1185
8796093022228|1615
8796093022228|1644
8796093022228|1984
8796093022228|1985
8796093022228|2779
8796093022228|2799
8796093022228|2826
8796093022228|2878
8796093022228|2890
8796093022228|2945
8796093022228|3004
8796093022228|3010
8796093022228|3083
8796093022228|5156
8796093022228|5158
8796093022228|5854
8796093022228|6071
8796093022228|6377
8796093022228|6658
8796093022228|6962
8796093022228|6990
8796093022228|7534
8796093022228|14189
8796093022228|14956
21990232555604|523
21990232555604|596
21990232555604|777
21990232555604|802
21990232555604|973
21990232555604|1172
21990232555604|1175
21990232555604|1187
21990232555604|1192
21990232555604|1682
21990232555604|1863
21990232555604|1911
21990232555604|1995
21990232555604|2059
21990232555604|2083
21990232555604|3067
21990232555604|6389
21990232555604|6424
21990232555604|6945
21990232555604|9263
21990232555604|11375
21990232555604|11376
21990232555604|11577
21990232555604|13815
21990232555604|13816
21990232555604|13862
21990232555604|13866
65|139
65|278
65|524
65|598
65|807
65|973
65|1180
65|1406
65|1614
65|1763
65|1764
65|1909
65|1953
65|1986
65|1992
65|2000
65|2001
65|2018
65|2048
65|2083
65|2782
65|2783
65|2801
65|2817
65|2827
65|2830
65|2836
65|2870
65|2961
65|3072
65|3095
65|3109
65|4895
65|5013
65|5147
65|5303
65|5702
65|6363
65|6383
65|6413
65|7009
65|7015
65|7520
65|9146
65|9436
65|10782
6597069766738|1152
2199023255602|6
2199023255602|59
2199023255602|278
2199023255602|458
2199023255602|468
2199023255602|566
2199023255602|568
2199023255602|589
2199023255602|595
2199023255602|805
2199023255602|812
2199023255602|1021
2199023255602|1028
2199023255602|1450
2199023255602|1862
2199023255602|1863
2199023255602|1986
2199023255602|1988
2199023255602|1991
2199023255602|1996
2199023255602|1999
2199023255602|2011
2199023255602|2066
2199023255602|2071
2199023255602|2780
2199023255602|2787
2199023255602|2789
2199023255602|2790
2199023255602|2796
2199023255602|2799
2199023255602|2804
2199023255602|2807
2199023255602|2818
2199023255602|2826
2199023255602|2839
2199023255602|2841
2199023255602|2893
2199023255602|2919
2199023255602|2930
2199023255602|2937
2199023255602|3015
2199023255602|3053
2199023255602|3065
2199023255602|3076
2199023255602|3080
2199023255602|3088
2199023255602|3099
2199023255602|3102
2199023255602|5085
2199023255602|5141
2199023255602|5153
2199023255602|5238
2199023255602|5440
2199023255602|5965
2199023255602|6360
2199023255602|6394
2199023255602|6395
2199023255602|6456
2199023255602|6541
2199023255602|6704
2199023255602|6938
2199023255602|6980
2199023255602|6981
2199023255602|7009
2199023255602|7036
2199023255602|7380
2199023255602|7526
2199023255602|7555
2199023255602|7582
2199023255602|7600
2199023255602|7604
2199023255602|9102
2199023255602|9238
2199023255602|9371
2199023255602|9474
2199023255602|10964
2199023255602|11377
10995116277761|461
10995116277761|592
10995116277761|1024
10995116277761|1195
10995116277761|1548
10995116277761|1985
10995116277761|1988
10995116277761|2034
10995116277761|2067
10995116277761|2782
10995116277761|5117
10995116277761|5124
10995116277761|5147
10995116277761|7603
10995116277761|13138
15393162788895|1410
17592186044509|525
17592186044509|2096
17592186044509|2938
17592186044509|5117
17592186044509|12753
4398046511173|277
4398046511173|292
4398046511173|458
4398046511173|472
4398046511173|576
4398046511173|593
4398046511173|1022
4398046511173|1173
4398046511173|1174
4398046511173|1200
4398046511173|1580
4398046511173|1614
4398046511173|1672
4398046511173|1763
4398046511173|1764
4398046511173|1989
4398046511173|1991
4398046511173|1997
4398046511173|2058
4398046511173|2077
4398046511173|2093
4398046511173|2096
4398046511173|2777
4398046511173|2780
4398046511173|2781
4398046511173|2782
4398046511173|2784
4398046511173|2788
4398046511173|2794
4398046511173|2806
4398046511173|2931
4398046511173|2971
4398046511173|2987
4398046511173|3000
4398046511173|3042
4398046511173|3055
4398046511173|4847
4398046511173|5158
4398046511173|5191
4398046511173|5440
4398046511173|5920
4398046511173|6429
4398046511173|6637
4398046511173|6704
4398046511173|6954
4398046511173|6981
4398046511173|7582
4398046511173|7594
4398046511173|7604
4398046511173|7747
